stage,hp,power,regen,damage_reduction,evade_chance,special_chance,special_damage,speed,special_chance_capped,special_damage_capped
37,157,28.4,2.88,0,0,0.047,1.506925,4.308,False,False
38,161,29.1,2.96,0,0,0.0474,1.51495,4.302,False,False
39,165,29.8,3.04,0,0,0.0478,1.522975,4.296,False,False
40,169,30.5,3.12,0,0,0.0482,1.531,4.29,False,False
41,173,31.2,3.2,0,0,0.0486,1.539025,4.284,False,False
42,177,31.9,3.28,0,0,0.049,1.54705,4.278,False,False
43,181,32.6,3.36,0,0,0.0494,1.555075,4.272,False,False
44,185,33.3,3.44,0,0,0.0498,1.5631,4.266,False,False
45,189,34.0,3.52,0,0,0.0502,1.571125,4.26,False,False
46,193,34.7,3.6,0,0,0.0506,1.57915,4.254,False,False
47,197,35.4,3.68,0,0,0.051,1.587175,4.248,False,False
48,201,36.1,3.76,0,0,0.0514,1.5952,4.242,False,False
49,205,36.8,3.84,0,0,0.0518,1.603225,4.236,False,False
50,209,37.5,3.92,0,0,0.0522,1.61125,4.23,False,False
51,213,38.2,4.0,0,0,0.0526,1.619275,4.224,False,False
52,217,38.9,4.08,0,0,0.053,1.6273,4.218,False,False
53,221,39.6,4.16,0,0,0.0534,1.635325,4.212,False,False
54,225,40.3,4.24,0,0,0.0538,1.64335,4.206,False,False
55,229,41.0,4.32,0,0,0.0542,1.651375,4.2,False,False
56,233,41.7,4.4,0,0,0.0546,1.6594,4.194,False,False
57,237,42.4,4.48,0,0,0.055,1.667425,4.188,False,False
58,241,43.1,4.56,0,0,0.0554,1.67545,4.182,False,False
59,245,43.8,4.64,0,0,0.0558,1.683475,4.176,False,False
60,249,44.5,4.72,0,0,0.0562,1.6915,4.17,False,False
61,253,45.2,4.8,0,0,0.0566,1.699525,4.164,False,False
62,257,45.9,4.88,0,0,0.057,1.70755,4.158,False,False
63,261,46.6,4.96,0,0,0.0574,1.715575,4.152,False,False
64,265,47.3,5.04,0,0,0.0578,1.7236,4.146,False,False
65,269,48.0,5.12,0,0,0.0582,1.731625,4.14,False,False
66,273,48.7,5.2,0,0,0.0586,1.73965,4.134,False,False
67,277,49.4,5.28,0,0,0.059,1.747675,4.128,False,False
68,281,50.1,5.36,0,0,0.0594,1.7557,4.122,False,False
69,285,50.8,5.44,0,0,0.0598,1.763725,4.116,False,False
70,289,51.5,5.52,0,0,0.0602,1.77175,4.11,False,False
71,293,52.2,5.6,0,0,0.0606,1.779775,4.104,False,False
72,297,52.9,5.68,0,0,0.061,1.7878,4.098,False,False
73,301,53.6,5.76,0,0,0.0614,1.795825,4.092,False,False
74,305,54.3,5.84,0,0,0.0618,1.80385,4.086,False,False
75,309,55.0,5.92,0,0,0.0622,1.811875,4.08,False,False
76,313,55.7,6.0,0,0,0.0626,1.8199,4.074,False,False
77,317,56.4,6.08,0,0,0.063,1.827925,4.068,False,False
78,321,57.1,6.16,0,0,0.0634,1.83595,4.062,False,False
79,325,57.8,6.24,0,0,0.0638,1.843975,4.056,False,False
80,329,58.5,6.32,0,0,0.0642,1.852,4.05,False,False
81,333,59.2,6.4,0,0,0.0646,1.860025,4.044,False,False
82,337,59.9,6.48,0,0,0.065,1.86805,4.038,False,False
83,341,60.6,6.56,0,0,0.0654,1.876075,4.032,False,False
84,345,61.3,6.64,0,0,0.0658,1.8841,4.026,False,False
85,349,62.0,6.72,0,0,0.0662,1.892125,4.02,False,False
86,353,62.7,6.8,0,0,0.0666,1.90015,4.014,False,False
87,357,63.4,6.88,0,0,0.067,1.908175,4.008,False,False
88,361,64.1,6.96,0,0,0.0674,1.9162,4.002,False,False
89,365,64.8,7.04,0,0,0.0678,1.924225,3.996,False,False
90,369,65.5,7.12,0,0,0.0682,1.93225,3.99,False,False
91,373,66.2,7.2,0,0,0.0686,1.940275,3.984,False,False
92,377,66.9,7.28,0,0,0.069,1.9483,3.978,False,False
93,381,67.6,7.36,0,0,0.0694,1.956325,3.972,False,False
94,385,68.3,7.44,0,0,0.0698,1.96435,3.966,False,False
95,389,69.0,7.52,0,0,0.0702,1.972375,3.96,False,False
96,393,69.7,7.6,0,0,0.0706,1.9804,3.954,False,False
97,397,70.4,7.68,0,0,0.071,1.988425,3.948,False,False
98,401,71.1,7.76,0,0,0.0714,1.99645,3.942,False,False
99,405,71.8,7.84,0,0,0.0718,2.004475,3.936,False,False
100,409,72.5,7.92,0,0,0.0722,2.0125,3.93,False,False
101,1177.05,208.62,8.416,0,0.004,0.0726,2.020525,3.924,False,False
102,1188.45,210.615,8.5002,0,0.004,0.073,2.02855,3.918,False,False
103,1199.85,212.61,8.5843,0,0.004,0.0734,2.036575,3.912,False,False
104,1211.25,214.605,8.6685,0,0.004,0.0738,2.0446,3.906,False,False
105,1222.65,216.6,8.7526,0,0.004,0.0742,2.052625,3.9,False,False
106,1234.05,218.595,8.8368,0,0.004,0.0746,2.06065,3.894,False,False
107,1245.45,220.59,8.921,0,0.004,0.075,2.068675,3.888,False,False
108,1256.85,222.585,9.0051,0,0.004,0.0754,2.0767,3.882,False,False
109,1268.25,224.58,9.0893,0,0.004,0.0758,2.084725,3.876,False,False
110,1279.65,226.575,9.1734,0,0.004,0.0762,2.09275,3.87,False,False
111,1291.05,228.57,9.2576,0,0.004,0.0766,2.100775,3.864,False,False
112,1302.45,230.565,9.3418,0,0.004,0.077,2.1088,3.858,False,False
113,1313.85,232.56,9.4259,0,0.004,0.0774,2.116825,3.852,False,False
114,1325.25,234.555,9.5101,0,0.004,0.0778,2.12485,3.846,False,False
115,1336.65,236.55,9.5942,0,0.004,0.0782,2.132875,3.84,False,False
116,1348.05,238.545,9.6784,0,0.004,0.0786,2.1409,3.834,False,False
117,1359.45,240.54,9.7626,0,0.004,0.079,2.148925,3.828,False,False
118,1370.85,242.535,9.8467,0,0.004,0.0794,2.15695,3.822,False,False
119,1382.25,244.53,9.9309,0,0.004,0.0798,2.164975,3.816,False,False
120,1393.65,246.525,10.015,0,0.004,0.0802,2.173,3.81,False,False
121,1405.05,248.52,10.0992,0,0.004,0.0806,2.181025,3.804,False,False
122,1416.45,250.515,10.1834,0,0.004,0.081,2.18905,3.798,False,False
123,1427.85,252.51,10.2675,0,0.004,0.0814,2.197075,3.792,False,False
124,1439.25,254.505,10.3517,0,0.004,0.0818,2.2051,3.786,False,False
125,1450.65,256.5,10.4358,0,0.004,0.0822,2.213125,3.78,False,False
126,1462.05,258.495,10.52,0,0.004,0.0826,2.22115,3.774,False,False
127,1473.45,260.49,10.6042,0,0.004,0.083,2.229175,3.768,False,False
128,1484.85,262.485,10.6883,0,0.004,0.0834,2.2372,3.762,False,False
129,1496.25,264.48,10.7725,0,0.004,0.0838,2.245225,3.756,False,False
130,1507.65,266.475,10.8566,0,0.004,0.0842,2.25325,3.75,False,False
131,1519.05,268.47,10.9408,0,0.004,0.0846,2.261275,3.744,False,False
132,1530.45,270.465,11.025,0,0.004,0.085,2.2693,3.738,False,False
133,1541.85,272.46,11.1091,0,0.004,0.0854,2.277325,3.732,False,False
134,1553.25,274.455,11.1933,0,0.004,0.0858,2.28535,3.726,False,False
135,1564.65,276.45,11.2774,0,0.004,0.0862,2.293375,3.72,False,False
136,1576.05,278.445,11.3616,0,0.004,0.0866,2.3014,3.714,False,False
137,1587.45,280.44,11.4458,0,0.004,0.087,2.309425,3.708,False,False
138,1598.85,282.435,11.5299,0,0.004,0.0874,2.31745,3.702,False,False
139,1610.25,284.43,11.6141,0,0.004,0.0878,2.325475,3.696,False,False
140,1621.65,286.425,11.6982,0,0.004,0.0882,2.3335,3.69,False,False
141,1633.05,288.42,11.7824,0,0.004,0.0886,2.341525,3.684,False,False
142,1644.45,290.415,11.8666,0,0.004,0.089,2.34955,3.678,False,False
143,1655.85,292.41,11.9507,0,0.004,0.0894,2.357575,3.672,False,False
144,1667.25,294.405,12.0349,0,0.004,0.0898,2.3656,3.666,False,False
145,1678.65,296.4,12.119,0,0.004,0.0902,2.373625,3.66,False,False
146,1690.05,298.395,12.2032,0,0.004,0.0906,2.38165,3.654,False,False
147,1701.45,300.39,12.2874,0,0.004,0.091,2.389675,3.648,False,False
148,1712.85,302.385,12.3715,0,0.004,0.0914,2.3977,3.642,False,False
149,1724.25,304.38,12.4557,0,0.004,0.0918,2.405725,3.636,False,False
150,1746.0639,308.2133,12.6151,0,0.004,0.0922,2.41375,3.63,False,False
151,1768.0146,312.0704,12.7755,0,0.004,0.0926,2.421775,3.624,False,False
152,1790.1021,315.9516,12.9369,0,0.004,0.093,2.4298,3.618,False,False
153,1812.3264,319.8566,13.0993,0,0.004,0.0934,2.437825,3.612,False,False
154,1834.6875,323.7857,13.2628,0,0.004,0.0938,2.44585,3.606,False,False
155,1857.1854,327.7386,13.4272,0,0.004,0.0942,2.453875,3.6,False,False
156,1879.8201,331.7155,13.5927,0,0.004,0.0946,2.4619,3.594,False,False
157,1902.5916,335.7163,13.7592,0,0.004,0.095,2.469925,3.588,False,False
158,1925.4999,339.7411,13.9266,0,0.004,0.0954,2.47795,3.582,False,False
159,1948.545,343.7898,14.0951,0,0.004,0.0958,2.485975,3.576,False,False
160,1971.7269,347.8625,14.2646,0,0.004,0.0962,2.494,3.57,False,False
161,1995.0456,351.959,14.4351,0,0.004,0.0966,2.5,3.564,False,True
162,2018.5011,356.0796,14.6066,0,0.004,0.097,2.5,3.558,False,True
163,2042.0934,360.224,14.7792,0,0.004,0.0974,2.5,3.552,False,True
164,2065.8225,364.3925,14.9527,0,0.004,0.0978,2.5,3.546,False,True
165,2089.6884,368.5848,15.1273,0,0.004,0.0982,2.5,3.54,False,True
166,2113.6911,372.8011,15.3028,0,0.004,0.0986,2.5,3.534,False,True
167,2137.8306,377.0413,15.4794,0,0.004,0.099,2.5,3.528,False,True
168,2162.1069,381.3055,15.657,0,0.004,0.0994,2.5,3.522,False,True
169,2186.52,385.5936,15.8355,0,0.004,0.0998,2.5,3.516,False,True
170,2211.0699,389.9056,16.0151,0,0.004,0.1002,2.5,3.51,False,True
171,2235.7566,394.2416,16.1958,0,0.004,0.1006,2.5,3.504,False,True
172,2260.5801,398.6016,16.3774,0,0.004,0.101,2.5,3.498,False,True
173,2285.5404,402.9854,16.56,0,0.004,0.1014,2.5,3.492,False,True
174,2310.6375,407.3932,16.7436,0,0.004,0.1018,2.5,3.486,False,True
175,2335.8714,411.825,16.9283,0,0.004,0.1022,2.5,3.48,False,True
176,2361.2421,416.2807,17.1139,0,0.004,0.1026,2.5,3.474,False,True
177,2386.7496,420.7603,17.3006,0,0.004,0.103,2.5,3.468,False,True
178,2412.3939,425.2639,17.4883,0,0.004,0.1034,2.5,3.462,False,True
179,2438.175,429.7914,17.677,0,0.004,0.1038,2.5,3.456,False,True
180,2464.0929,434.3428,17.8667,0,0.004,0.1042,2.5,3.45,False,True
181,2490.1476,438.9182,18.0574,0,0.004,0.1046,2.5,3.444,False,True
182,2516.3391,443.5176,18.2491,0,0.004,0.105,2.5,3.438,False,True
183,2542.6674,448.1408,18.4418,0,0.004,0.1054,2.5,3.432,False,True
184,2569.1325,452.788,18.6355,0,0.004,0.1058,2.5,3.426,False,True
185,2595.7344,457.4592,18.8303,0,0.004,0.1062,2.5,3.42,False,True
186,2622.4731,462.1543,19.0261,0,0.004,0.1066,2.5,3.414,False,True
187,2649.3486,466.8733,19.2228,0,0.004,0.107,2.5,3.408,False,True
188,2676.3609,471.6163,19.4206,0,0.004,0.1074,2.5,3.402,False,True
189,2703.51,476.3832,19.6194,0,0.004,0.1078,2.5,3.396,False,True
190,2730.7959,481.1741,19.8192,0,0.004,0.1082,2.5,3.39,False,True
191,2758.2186,485.9888,20.02,0,0.004,0.1086,2.5,3.384,False,True
192,2785.7781,490.8276,20.2218,0,0.004,0.109,2.5,3.378,False,True
193,2813.4744,495.6902,20.4246,0,0.004,0.1094,2.5,3.372,False,True
194,2841.3075,500.5768,20.6285,0,0.004,0.1098,2.5,3.366,False,True
195,2869.2774,505.4874,20.8333,0,0.004,0.1102,2.5,3.36,False,True
196,2897.3841,510.4219,21.0392,0,0.004,0.1106,2.5,3.354,False,True
197,2925.6276,515.3803,21.246,0,0.004,0.111,2.5,3.348,False,True
198,2954.0079,520.3627,21.4539,0,0.004,0.1114,2.5,3.342,False,True
199,2982.525,525.369,21.6628,0,0.004,0.1118,2.5,3.336,False,True
200,3011.1789,530.3993,21.8727,0,0.004,0.1122,2.5,3.33,False,True
201,3039.9696,535.4534,22.0836,0,0.004,0.1126,2.5,3.324,False,True
202,3068.8971,540.5316,22.2955,0,0.004,0.113,2.5,3.318,False,True
203,3097.9614,545.6336,22.5084,0,0.004,0.1134,2.5,3.312,False,True
204,3127.1625,550.7596,22.7224,0,0.004,0.1138,2.5,3.306,False,True
205,3156.5004,555.9096,22.9373,0,0.004,0.1142,2.5,3.3,False,True
206,3185.9751,561.0835,23.1533,0,0.004,0.1146,2.5,3.294,False,True
207,3215.5866,566.2813,23.3702,0,0.004,0.115,2.5,3.288,False,True
208,3245.3349,571.5031,23.5882,0,0.004,0.1154,2.5,3.282,False,True
209,3275.22,576.7488,23.8072,0,0.004,0.1158,2.5,3.276,False,True
210,3305.2419,582.0185,24.0272,0,0.004,0.1162,2.5,3.27,False,True
211,3335.4006,587.312,24.2482,0,0.004,0.1166,2.5,3.264,False,True
212,3365.6961,592.6296,24.4702,0,0.004,0.117,2.5,3.258,False,True
213,3396.1284,597.971,24.6932,0,0.004,0.1174,2.5,3.252,False,True
214,3426.6975,603.3365,24.9173,0,0.004,0.1178,2.5,3.246,False,True
215,3457.4034,608.7258,25.1423,0,0.004,0.1182,2.5,3.24,False,True
216,3488.2461,614.1391,25.3683,0,0.004,0.1186,2.5,3.234,False,True
217,3519.2256,619.5763,25.5954,0,0.004,0.119,2.5,3.228,False,True
218,3550.3419,625.0375,25.8235,0,0.004,0.1194,2.5,3.222,False,True
219,3581.595,630.5226,26.0526,0,0.004,0.1198,2.5,3.216,False,True
220,3612.9849,636.0317,26.2827,0,0.004,0.1202,2.5,3.21,False,True
221,3644.5116,641.5646,26.5138,0,0.004,0.1206,2.5,3.204,False,True
222,3676.1751,647.1216,26.7459,0,0.004,0.121,2.5,3.198,False,True
223,3707.9754,652.7024,26.979,0,0.004,0.1214,2.5,3.192,False,True
224,3739.9125,658.3072,27.2131,0,0.004,0.1218,2.5,3.186,False,True
225,3771.9864,663.936,27.4483,0,0.004,0.1222,2.5,3.18,False,True
226,3804.1971,669.5887,27.6844,0,0.004,0.1226,2.5,3.174,False,True
227,3836.5446,675.2653,27.9216,0,0.004,0.123,2.5,3.168,False,True
228,3869.0289,680.9659,28.1598,0,0.004,0.1234,2.5,3.162,False,True
229,3901.65,686.6904,28.399,0,0.004,0.1238,2.5,3.156,False,True
230,3934.4079,692.4389,28.6391,0,0.004,0.1242,2.5,3.15,False,True
231,3967.3026,698.2112,28.8803,0,0.004,0.1246,2.5,3.144,False,True
232,4000.3341,704.0076,29.1226,0,0.004,0.125,2.5,3.138,False,True
233,4033.5024,709.8278,29.3658,0,0.004,0.1254,2.5,3.132,False,True
234,4066.8075,715.6721,29.61,0,0.004,0.1258,2.5,3.126,False,True
235,4100.2494,721.5402,29.8553,0,0.004,0.1262,2.5,3.12,False,True
236,4133.8281,727.4323,30.1015,0,0.004,0.1266,2.5,3.114,False,True
237,4167.5436,733.3483,30.3488,0,0.004,0.127,2.5,3.108,False,True
238,4201.3959,739.2883,30.597,0,0.004,0.1274,2.5,3.102,False,True
239,4235.385,745.2522,30.8463,0,0.004,0.1278,2.5,3.096,False,True
240,4269.5109,751.24,31.0966,0,0.004,0.1282,2.5,3.09,False,True
241,4303.7736,757.2518,31.3479,0,0.004,0.1286,2.5,3.084,False,True
242,4338.1731,763.2876,31.6002,0,0.004,0.129,2.5,3.078,False,True
243,4372.7094,769.3472,31.8536,0,0.004,0.1294,2.5,3.072,False,True
244,4407.3825,775.4308,32.1079,0,0.004,0.1298,2.5,3.066,False,True
245,4442.1924,781.5384,32.3632,0,0.004,0.1302,2.5,3.06,False,True
246,4477.1391,787.6699,32.6196,0,0.004,0.1306,2.5,3.054,False,True
247,4512.2226,793.8253,32.8769,0,0.004,0.131,2.5,3.048,False,True
248,4547.4429,800.0047,33.1353,0,0.004,0.1314,2.5,3.042,False,True
249,4582.8,806.208,33.3947,0,0.004,0.1318,2.5,3.036,False,True
250,4618.2939,812.4352,33.6551,0,0.004,0.1322,2.5,3.03,False,True
251,4653.9246,818.6864,33.9165,0,0.004,0.1326,2.5,3.024,False,True
252,4689.6921,824.9616,34.1789,0,0.004,0.133,2.5,3.018,False,True
253,4725.5964,831.2606,34.4423,0,0.004,0.1334,2.5,3.012,False,True
254,4761.6375,837.5836,34.7067,0,0.004,0.1338,2.5,3.006,False,True
255,4797.8154,843.9306,34.9722,0,0.004,0.1342,2.5,3.0,False,True
256,4834.1301,850.3015,35.2386,0,0.004,0.1346,2.5,2.994,False,True
257,4870.5816,856.6963,35.5061,0,0.004,0.135,2.5,2.988,False,True
258,4907.1699,863.1151,35.7746,0,0.004,0.1354,2.5,2.982,False,True
259,4943.895,869.5578,36.044,0,0.004,0.1358,2.5,2.976,False,True
260,4980.7569,876.0245,36.3145,0,0.004,0.1362,2.5,2.97,False,True
261,5017.7556,882.515,36.586,0,0.004,0.1366,2.5,2.964,False,True
262,5054.8911,889.0296,36.8585,0,0.004,0.137,2.5,2.958,False,True
263,5092.1634,895.568,37.1321,0,0.004,0.1374,2.5,2.952,False,True
264,5129.5725,902.1304,37.4066,0,0.004,0.1378,2.5,2.946,False,True
265,5167.1184,908.7168,37.6821,0,0.004,0.1382,2.5,2.94,False,True
266,5204.8011,915.3271,37.9587,0,0.004,0.1386,2.5,2.934,False,True
267,5242.6206,921.9613,38.2362,0,0.004,0.139,2.5,2.928,False,True
268,5280.5769,928.6195,38.5148,0,0.004,0.1394,2.5,2.922,False,True
269,5318.67,935.3016,38.7944,0,0.004,0.1398,2.5,2.916,False,True
270,5356.8999,942.0076,39.075,0,0.004,0.1402,2.5,2.91,False,True
271,5395.2666,948.7376,39.3566,0,0.004,0.1406,2.5,2.904,False,True
272,5433.7701,955.4916,39.6392,0,0.004,0.141,2.5,2.898,False,True
273,5472.4104,962.2694,39.9228,0,0.004,0.1414,2.5,2.892,False,True
274,5511.1875,969.0712,40.2074,0,0.004,0.1418,2.5,2.886,False,True
275,5550.1014,975.897,40.4931,0,0.004,0.1422,2.5,2.88,False,True
276,5589.1521,982.7467,40.7797,0,0.004,0.1426,2.5,2.874,False,True
277,5628.3396,989.6203,41.0674,0,0.004,0.143,2.5,2.868,False,True
278,5667.6639,996.5179,41.3561,0,0.004,0.1434,2.5,2.862,False,True
279,5707.125,1003.4394,41.6457,0,0.004,0.1438,2.5,2.856,False,True
280,5746.7229,1010.3849,41.9364,0,0.004,0.1442,2.5,2.85,False,True
281,5786.4576,1017.3542,42.2281,0,0.004,0.1446,2.5,2.844,False,True
282,5826.3291,1024.3476,42.5208,0,0.004,0.145,2.5,2.838,False,True
283,5866.3374,1031.3648,42.8145,0,0.004,0.1454,2.5,2.832,False,True
284,5906.4825,1038.406,43.1093,0,0.004,0.1458,2.5,2.826,False,True
285,5946.7644,1045.4712,43.405,0,0.004,0.1462,2.5,2.82,False,True
286,5987.1831,1052.5603,43.7018,0,0.004,0.1466,2.5,2.814,False,True
287,6027.7386,1059.6733,43.9995,0,0.004,0.147,2.5,2.808,False,True
288,6068.4309,1066.8103,44.2983,0,0.004,0.1474,2.5,2.802,False,True
289,6109.26,1073.9712,44.5981,0,0.004,0.1478,2.5,2.796,False,True
290,6150.2259,1081.1561,44.8989,0,0.004,0.1482,2.5,2.79,False,True
291,6191.3286,1088.3648,45.2007,0,0.004,0.1486,2.5,2.784,False,True
292,6232.5681,1095.5976,45.5035,0,0.004,0.149,2.5,2.778,False,True
293,6273.9444,1102.8542,45.8073,0,0.004,0.1494,2.5,2.772,False,True
294,6315.4575,1110.1348,46.1121,0,0.004,0.1498,2.5,2.766,False,True
295,6357.1074,1117.4394,46.4179,0,0.004,0.1502,2.5,2.76,False,True
296,6398.8941,1124.7679,46.7248,0,0.004,0.1506,2.5,2.754,False,True
297,6440.8176,1132.1203,47.0326,0,0.004,0.151,2.5,2.748,False,True
298,6482.8779,1139.4967,47.3415,0,0.004,0.1514,2.5,2.742,False,True
299,6525.075,1146.897,47.6514,0,0.004,0.1518,2.5,2.736,False,True
300,9689.1678,1154.3213,47.9623,0,0.004,0.1522,2.5,2.73,False,True
