stage,hp,power,regen,damage_reduction,evade_chance,special_chance,special_damage,speed,special_chance_capped,special_damage_capped
94,1083.31,170.18,4.7752,0,0.01,0.1558,1.784,5.535,false,false
95,1099.912,172.7704,4.8488,0,0.01,0.1564,1.792,5.53,false,false
96,1116.622,175.3776,4.9229,0,0.01,0.157,1.8,5.525,false,false
97,1133.44,178.0016,4.9974,0,0.01,0.1576,1.808,5.52,false,false
98,1150.366,180.6424,5.0725,0,0.01,0.1582,1.816,5.515,false,false
99,1167.4,183.3,5.148,0,0.01,0.1588,1.824,5.51,false,false
100,142798.08,747.3152,10.496,0.05,0.01,0.25,1.832,15.6892,true,false
101,3880.9088,514.0562,7.4885,0,0.01,0.16,1.84,5.5,false,false
102,3954.56,523.7654,7.6312,0,0.01,0.1606,1.848,5.495,false,false
103,4028.9024,533.5654,7.7753,0,0.01,0.1612,1.856,5.49,false,false
104,4103.936,543.456,7.9206,0,0.01,0.1618,1.864,5.485,false,false
105,4179.6608,553.4374,8.0674,0,0.01,0.1624,1.872,5.48,false,false
106,4256.0768,563.5094,8.2154,0,0.01,0.163,1.88,5.475,false,false
107,4333.184,573.6722,8.3648,0,0.01,0.1636,1.888,5.47,false,false
108,4410.9824,583.9258,8.5156,0,0.01,0.1642,1.896,5.465,false,false
109,4489.472,594.27,8.6677,0,0.01,0.1648,1.904,5.46,false,false
110,4568.6528,604.705,8.8211,0,0.01,0.1654,1.912,5.455,false,false
111,4648.5248,615.2306,8.9759,0,0.01,0.166,1.92,5.45,false,false
112,4729.088,625.847,9.132,0,0.01,0.1666,1.928,5.445,false,false
113,4810.3424,636.5542,9.2895,0,0.01,0.1672,1.936,5.44,false,false
114,4892.288,647.352,9.4483,0,0.01,0.1678,1.944,5.435,false,false
115,4974.9248,658.2406,9.6085,0,0.01,0.1684,1.952,5.43,false,false
116,5058.2528,669.2198,9.77,0,0.01,0.169,1.96,5.425,false,false
117,5142.272,680.2898,9.9328,0,0.01,0.1696,1.968,5.42,false,false
118,5226.9824,691.4506,10.097,0,0.01,0.1702,1.976,5.415,false,false
119,5312.384,702.702,10.2626,0,0.01,0.1708,1.984,5.41,false,false
120,5433.2608,718.645,10.4966,0,0.01,0.1714,1.992,5.405,false,false
121,5555.4048,734.7542,10.7332,0,0.01,0.172,2,5.4,false,false
122,5678.816,751.0298,10.9722,0,0.01,0.1726,2.008,5.395,false,false
123,5803.4944,767.4718,11.2137,0,0.01,0.1732,2.016,5.39,false,false
124,5929.44,784.08,11.4576,0,0.01,0.1738,2.024,5.385,false,false
125,6056.6528,800.8546,11.704,0,0.01,0.1744,2.032,5.38,false,false
126,6185.1328,817.7954,11.9529,0,0.01,0.175,2.04,5.375,false,false
127,6314.88,834.9026,12.2042,0,0.01,0.1756,2.048,5.37,false,false
128,6445.8944,852.1762,12.458,0,0.01,0.1762,2.056,5.365,false,false
129,6578.176,869.616,12.7142,0,0.01,0.1768,2.064,5.36,false,false
130,6741.856,891.2052,13.0312,0,0.01,0.1774,2.072,5.355,false,false
131,6907.264,913.0212,13.3515,0,0.01,0.178,2.08,5.35,false,false
132,7074.4,935.064,13.6752,0,0.01,0.1786,2.088,5.345,false,false
133,7243.264,957.3336,14.0022,0,0.01,0.1792,2.096,5.34,false,false
134,7413.856,979.83,14.3326,0,0.01,0.1798,2.104,5.335,false,false
135,7586.176,1002.5532,14.6664,0,0.01,0.1804,2.112,5.33,false,false
136,7760.224,1025.5032,15.0035,0,0.01,0.181,2.12,5.325,false,false
137,7936,1048.68,15.344,0,0.01,0.1816,2.128,5.32,false,false
138,8113.504,1072.0836,15.6878,0,0.01,0.1822,2.136,5.315,false,false
139,8292.736,1095.714,16.035,0,0.01,0.1828,2.144,5.31,false,false
140,8498.0224,1122.7853,16.4326,0,0.01,0.1834,2.152,5.305,false,false
141,8705.3824,1150.1287,16.8343,0,0.01,0.184,2.16,5.3,false,false
142,8914.816,1177.7443,17.2399,0,0.01,0.1846,2.168,5.295,false,false
143,9126.3232,1205.6321,17.6496,0,0.01,0.1852,2.176,5.29,false,false
144,9339.904,1233.792,18.0634,0,0.01,0.1858,2.184,5.285,false,false
145,9555.5584,1262.2241,18.4811,0,0.01,0.1864,2.192,5.28,false,false
146,9773.2864,1290.9283,18.9029,0,0.01,0.187,2.2,5.275,false,false
147,9993.088,1319.9047,19.3287,0,0.01,0.1876,2.208,5.27,false,false
148,10214.9632,1349.1533,19.7586,0,0.01,0.1882,2.216,5.265,false,false
149,10438.912,1378.674,20.1925,0,0.01,0.1888,2.224,5.26,false,false
150,10690.9888,1411.9078,20.6808,0,0.01,0.1894,2.232,5.255,false,false
151,10945.4848,1445.459,21.1738,0,0.01,0.19,2.24,5.25,false,false
152,11202.4,1479.3278,21.6716,0,0.01,0.1906,2.248,5.245,false,false
153,11461.7344,1513.5142,22.174,0,0.01,0.1912,2.256,5.24,false,false
154,11723.488,1548.018,22.6811,0,0.01,0.1918,2.264,5.235,false,false
155,11987.6608,1582.8394,23.193,0,0.01,0.1924,2.272,5.23,false,false
156,12254.2528,1617.9782,23.7095,0,0.01,0.193,2.28,5.225,false,false
157,12523.264,1653.4346,24.2308,0,0.01,0.1936,2.288,5.22,false,false
158,12794.6944,1689.2086,24.7567,0,0.01,0.1942,2.296,5.215,false,false
159,13068.544,1725.3,25.2874,0,0.01,0.1948,2.304,5.21,false,false
160,13372.5952,1765.3766,25.8765,0,0.01,0.1954,2.312,5.205,false,false
161,13679.4112,1805.8162,26.471,0,0.01,0.196,2.32,5.2,false,false
162,13988.992,1846.6186,27.0708,0,0.01,0.1966,2.328,5.195,false,false
163,14301.3376,1887.7838,27.6761,0,0.01,0.1972,2.336,5.19,false,false
164,14616.448,1929.312,28.2867,0,0.01,0.1978,2.344,5.185,false,false
165,14934.3232,1971.203,28.9027,0,0.01,0.1984,2.352,5.18,false,false
166,15254.9632,2013.457,29.5241,0,0.01,0.199,2.36,5.175,false,false
167,15578.368,2056.0738,30.1508,0,0.01,0.1996,2.368,5.17,false,false
168,15904.5376,2099.0534,30.783,0,0.01,0.2002,2.376,5.165,false,false
169,16233.472,2142.396,31.4205,0,0.01,0.2008,2.384,5.16,false,false
170,16594.6816,2189.9959,32.1205,0,0.01,0.2014,2.392,5.155,false,false
171,16959.0016,2238.0041,32.8265,0,0.01,0.202,2.4,5.15,false,false
172,17326.432,2286.4205,33.5386,0,0.01,0.2026,2.408,5.145,false,false
173,17696.9728,2335.2451,34.2568,0,0.01,0.2032,2.416,5.14,false,false
174,18070.624,2384.478,34.981,0,0.01,0.2038,2.424,5.135,false,false
175,18447.3856,2434.1191,35.7112,0,0.01,0.2044,2.432,5.13,false,false
176,18827.2576,2484.1685,36.4475,0,0.01,0.205,2.44,5.125,false,false
177,19210.24,2534.6261,37.1898,0,0.01,0.2056,2.448,5.12,false,false
178,19596.3328,2585.4919,37.9382,0,0.01,0.2062,2.456,5.115,false,false
179,19985.536,2636.766,38.6926,0,0.01,0.2068,2.464,5.11,false,false
180,20409.088,2692.5696,39.5136,0,0.01,0.2074,2.472,5.105,false,false
181,20836.096,2748.8268,40.3413,0,0.01,0.208,2.48,5.1,false,false
182,21266.56,2805.5376,41.1757,0,0.01,0.2086,2.488,5.095,false,false
183,21700.48,2862.702,42.0168,0,0.01,0.2092,2.496,5.09,false,false
184,22137.856,2920.32,42.8646,0,0.01,0.2098,2.5,5.085,false,true
185,22578.688,2978.3916,43.7192,0,0.01,0.2104,2.5,5.08,false,true
186,23022.976,3036.9168,44.5805,0,0.01,0.211,2.5,5.075,false,true
187,23470.72,3095.8956,45.4485,0,0.01,0.2116,2.5,5.07,false,true
188,23921.92,3155.328,46.3232,0,0.01,0.2122,2.5,5.065,false,true
189,24376.576,3215.214,47.2046,0,0.01,0.2128,2.5,5.06,false,true
190,24867.6544,3279.9017,48.1566,0,0.01,0.2134,2.5,5.055,false,true
191,25362.5344,3345.0883,49.116,0,0.01,0.214,2.5,5.05,false,true
192,25861.216,3410.7739,50.0828,0,0.01,0.2146,2.5,5.045,false,true
193,26363.6992,3476.9585,51.057,0,0.01,0.2152,2.5,5.04,false,true
194,26869.984,3543.642,52.0386,0,0.01,0.2158,2.5,5.035,false,true
195,27380.0704,3610.8245,53.0275,0,0.01,0.2164,2.5,5.03,false,true
196,27893.9584,3678.5059,54.0239,0,0.01,0.217,2.5,5.025,false,true
197,28411.648,3746.6863,55.0276,0,0.01,0.2176,2.5,5.02,false,true
198,28933.1392,3815.3657,56.0388,0,0.01,0.2182,2.5,5.015,false,true
199,29458.432,3884.544,57.0573,0,0.01,0.2188,2.5,5.01,false,true
200,3602666.496,15835.1846,116.3008,0.09,0.01,0.25,2.5,14.2643,true,true
201,97888.5018,10890.7001,82.9522,0.04,0.01,0.22,2.5,5,false,true
202,99719.168,11094.1203,84.5052,0.04,0.01,0.2206,2.5,4.995,false,true
203,101563.1053,11299.0101,86.0694,0.04,0.01,0.2212,2.5,4.99,false,true
204,103420.3136,11505.3696,87.6449,0.04,0.01,0.2218,2.5,4.985,false,true
205,105290.793,11713.1988,89.2317,0.04,0.01,0.2224,2.5,4.98,false,true
206,107174.5434,11922.4976,90.8298,0.04,0.01,0.223,2.5,4.975,false,true
207,109071.5648,12133.266,92.4392,0.04,0.01,0.2236,2.5,4.97,false,true
208,110981.8573,12345.5042,94.0599,0.04,0.01,0.2242,2.5,4.965,false,true
209,112905.4208,12559.212,95.6919,0.04,0.01,0.2248,2.5,4.96,false,true
210,114842.2554,12774.3895,97.3352,0.04,0.01,0.2254,2.5,4.955,false,true
211,116792.361,12991.0366,98.9897,0.04,0.01,0.226,2.5,4.95,false,true
212,118755.7376,13209.1534,100.6556,0.04,0.01,0.2266,2.5,4.945,false,true
213,120732.3853,13428.7399,102.3327,0.04,0.01,0.2272,2.5,4.94,false,true
214,122722.304,13649.796,104.0211,0.04,0.01,0.2278,2.5,4.935,false,true
215,124725.4938,13872.3218,105.7208,0.04,0.01,0.2284,2.5,4.93,false,true
216,126741.9546,14096.3172,107.4318,0.04,0.01,0.229,2.5,4.925,false,true
217,128771.6864,14321.7824,109.1541,0.04,0.01,0.2296,2.5,4.92,false,true
218,130814.6893,14548.7172,110.8877,0.04,0.01,0.2302,2.5,4.915,false,true
219,132870.9632,14777.1216,112.6326,0.04,0.01,0.2308,2.5,4.91,false,true
220,135347.4458,15052.252,114.7337,0.04,0.01,0.2314,2.5,4.905,false,true
221,137840.8858,15329.2604,116.8492,0.04,0.01,0.232,2.5,4.9,false,true
222,140351.2832,15608.1466,118.9792,0.04,0.01,0.2326,2.5,4.895,false,true
223,142878.6381,15888.9108,121.1236,0.04,0.01,0.2332,2.5,4.89,false,true
224,145422.9504,16171.5528,123.2824,0.04,0.01,0.2338,2.5,4.885,false,true
225,147984.2202,16456.0728,125.4557,0.04,0.01,0.2344,2.5,4.88,false,true
226,150562.4474,16742.4706,127.6434,0.04,0.01,0.235,2.5,4.875,false,true
227,153157.632,17030.7464,129.8455,0.04,0.01,0.2356,2.5,4.87,false,true
228,155769.7741,17320.9,132.062,0.04,0.01,0.2362,2.5,4.865,false,true
229,158398.8736,17612.9316,134.2929,0.04,0.01,0.2368,2.5,4.86,false,true
230,161044.9306,17906.8411,136.5383,0.04,0.01,0.2374,2.5,4.855,false,true
231,163707.945,18202.6284,138.7981,0.04,0.01,0.238,2.5,4.85,false,true
232,166387.9168,18500.2937,141.0723,0.04,0.01,0.2386,2.5,4.845,false,true
233,169084.8461,18799.8369,143.361,0.04,0.01,0.2392,2.5,4.84,false,true
234,171798.7328,19101.258,145.6641,0.04,0.01,0.2398,2.5,4.835,false,true
235,174529.577,19404.557,147.9816,0.04,0.01,0.2404,2.5,4.83,false,true
236,177277.3786,19709.7339,150.3135,0.04,0.01,0.241,2.5,4.825,false,true
237,180042.1376,20016.7887,152.6599,0.04,0.01,0.2416,2.5,4.82,false,true
238,182823.8541,20325.7214,155.0206,0.04,0.01,0.2422,2.5,4.815,false,true
239,185622.528,20636.532,157.3958,0.04,0.01,0.2428,2.5,4.81,false,true
240,188438.1594,20949.2205,159.7855,0.04,0.01,0.2434,2.5,4.805,false,true
241,191270.7482,21263.7869,162.1895,0.04,0.01,0.244,2.5,4.8,false,true
242,194120.2944,21580.2312,164.608,0.04,0.01,0.2446,2.5,4.795,false,true
243,196986.7981,21898.5535,167.0409,0.04,0.01,0.2452,2.5,4.79,false,true
244,199870.2592,22218.7536,169.4883,0.04,0.01,0.2458,2.5,4.785,false,true
245,202770.6778,22540.8316,171.95,0.04,0.01,0.2464,2.5,4.78,false,true
246,205688.0538,22864.7876,174.4262,0.04,0.01,0.247,2.5,4.775,false,true
247,208622.3872,23190.6214,176.9168,0.04,0.01,0.2476,2.5,4.77,false,true
248,211573.6781,23518.3332,179.4218,0.04,0.01,0.2482,2.5,4.765,false,true
249,214541.9264,23847.9228,181.9413,0.04,0.01,0.2488,2.5,4.76,false,true
250,217665.8022,24194.8043,184.5928,0.04,0.01,0.2494,2.5,4.755,false,true
251,220807.7414,24543.6862,187.2597,0.04,0.01,0.25,2.5,4.75,true,true
252,223967.744,24894.5685,189.9419,0.04,0.01,0.25,2.5,4.745,true,true
253,227145.8099,25247.4512,192.6395,0.04,0.01,0.25,2.5,4.74,true,true
254,230341.9392,25602.3342,195.3524,0.04,0.01,0.25,2.5,4.735,true,true
255,233556.1318,25959.2176,198.0807,0.04,0.01,0.25,2.5,4.73,true,true
256,236788.3878,26318.1014,200.8244,0.04,0.01,0.25,2.5,4.725,true,true
257,240038.7072,26678.9856,203.5835,0.04,0.01,0.25,2.5,4.72,true,true
258,243307.0899,27041.8701,206.3579,0.04,0.01,0.25,2.5,4.715,true,true
259,246593.536,27406.755,209.1477,0.04,0.01,0.25,2.5,4.71,true,true
260,249898.0454,27773.6403,211.9528,0.04,0.01,0.25,2.5,4.705,true,true
261,253220.6182,28142.526,214.7734,0.04,0.01,0.25,2.5,4.7,true,true
262,256561.2544,28513.412,217.6092,0.04,0.01,0.25,2.5,4.695,true,true
263,259919.9539,28886.2984,220.4605,0.04,0.01,0.25,2.5,4.69,true,true
264,263296.7168,29261.1852,223.3271,0.04,0.01,0.25,2.5,4.685,true,true
265,266691.543,29638.0724,226.2091,0.04,0.01,0.25,2.5,4.68,true,true
266,270104.4326,30016.9599,229.1064,0.04,0.01,0.25,2.5,4.675,true,true
267,273535.3856,30397.8478,232.0192,0.04,0.01,0.25,2.5,4.67,true,true
268,276984.4019,30780.7361,234.9472,0.04,0.01,0.25,2.5,4.665,true,true
269,280451.4816,31165.6248,237.8907,0.04,0.01,0.25,2.5,4.66,true,true
270,283936.6246,31552.5138,240.8495,0.04,0.01,0.25,2.5,4.655,true,true
271,287439.831,31941.4033,243.8237,0.04,0.01,0.25,2.5,4.65,true,true
272,290961.1008,32332.2931,246.8132,0.04,0.01,0.25,2.5,4.645,true,true
273,294500.4339,32725.1832,249.8182,0.04,0.01,0.25,2.5,4.64,true,true
274,298057.8304,33120.0738,252.8384,0.04,0.01,0.25,2.5,4.635,true,true
275,301633.2902,33516.9647,255.8741,0.04,0.01,0.25,2.5,4.63,true,true
276,305226.8134,33915.856,258.9251,0.04,0.01,0.25,2.5,4.625,true,true
277,308838.4,34316.7477,261.9915,0.04,0.01,0.25,2.5,4.62,true,true
278,312468.0499,34719.6398,265.0732,0.04,0.01,0.25,2.5,4.615,true,true
279,316115.7632,35124.5322,268.1703,0.04,0.01,0.25,2.5,4.61,true,true
280,319781.5398,35531.425,271.2828,0.04,0.01,0.25,2.5,4.605,true,true
281,323465.3798,35940.3182,274.4107,0.04,0.01,0.25,2.5,4.6,true,true
282,327167.2832,36351.2118,277.5539,0.04,0.01,0.25,2.5,4.595,true,true
283,330887.2499,36764.1057,280.7125,0.04,0.01,0.25,2.5,4.59,true,true
284,334625.28,37179,283.8864,0.04,0.01,0.25,2.5,4.585,true,true
285,338381.3734,37595.8947,287.0757,0.04,0.01,0.25,2.5,4.58,true,true
286,342155.5302,38014.7898,290.2804,0.04,0.01,0.25,2.5,4.575,true,true
287,345947.7504,38435.6852,293.5004,0.04,0.01,0.25,2.5,4.57,true,true
288,349758.0339,38858.581,296.7358,0.04,0.01,0.25,2.5,4.565,true,true
289,353586.3808,39283.4772,299.9866,0.04,0.01,0.25,2.5,4.56,true,true
290,357432.791,39710.3738,303.2528,0.04,0.01,0.25,2.5,4.555,true,true
291,361297.2646,40139.2707,306.5343,0.04,0.01,0.25,2.5,4.55,true,true
292,365179.8016,40570.168,309.8312,0.04,0.01,0.25,2.5,4.545,true,true
293,369080.4019,41003.0657,313.1434,0.04,0.01,0.25,2.5,4.54,true,true
294,372999.0656,41437.9638,316.471,0.04,0.01,0.25,2.5,4.535,true,true
295,376935.7926,41874.8622,319.814,0.04,0.01,0.25,2.5,4.53,true,true
296,380890.583,42313.7611,323.1723,0.04,0.01,0.25,2.5,4.525,true,true
297,384863.4368,42754.6603,326.546,0.04,0.01,0.25,2.5,4.52,true,true
298,388854.3539,43197.5598,329.9351,0.04,0.01,0.25,2.5,4.515,true,true
299,392863.3344,43642.4598,333.3396,0.04,0.01,0.25,2.5,4.51,true,true
300,47646803.5584,176431.3436,673.801,0.09,0.01,0.25,2.5,12.8392,true,true
